/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_439.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_439.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_439.jpg, 0, 0, 0, 7.863987E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_540.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_540.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_540.jpg, 0, 0, 0, 7.882161E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_641.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_641.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_641.jpg, 0, 0, 0, 8.157598E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_743.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_743.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_743.jpg, 0, 0, 0, 7.903727E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_844.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_844.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_844.jpg, 0, 0, 0, 7.910284E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_13_946.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_13_946.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_13_946.jpg, 0, 0, 0, 7.930634E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_047.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_047.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_047.jpg, 0, 0, 0, 7.906638E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_149.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_149.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_149.jpg, 0, 0, 0, 8.062644E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_253.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_253.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_253.jpg, 0, 0, 0, 7.82537E-05
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_355.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_355.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_355.jpg, 0, 0.1999022, 0, 0.09127057
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_459.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_459.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_459.jpg, 0, 0.4966589, 0, 0.5207687
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_562.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_562.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_562.jpg, -0.08352613, 0.805614, 0, 1.339285
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_664.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_664.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_664.jpg, -0.377856, 1, 0, 2.486822
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_769.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_769.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_769.jpg, -0.1024561, 1, 0, 3.893431
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_871.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_871.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_871.jpg, 0, 1, 0, 5.058843
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_14_972.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_14_972.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_14_972.jpg, -0.2617922, 1, 0, 6.202347
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_076.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_076.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_076.jpg, -0.2369671, 1, 0, 7.326937
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_186.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_186.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_186.jpg, 0, 1, 0, 8.455564
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_286.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_286.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_286.jpg, -0.1441376, 1, 0, 9.57202
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_389.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_389.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_389.jpg, 0, 1, 0, 10.90242
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_490.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_490.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_490.jpg, -0.02430868, 1, 0, 12.13087
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_590.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_590.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_590.jpg, -0.3255808, 1, 0, 13.06085
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_700.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_700.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_700.jpg, -0.620484, 1, 0, 14.05331
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_803.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_803.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_803.jpg, -0.3103652, 1, 0, 14.98608
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_15_904.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_15_904.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_15_904.jpg, -0.01902616, 1, 0, 16.1775
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_16_005.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_16_005.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_16_005.jpg, 0, 1, 0, 17.12847
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_16_109.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_16_109.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_16_109.jpg, -0.04828191, 1, 0, 18.38812
/Users/jaganps/Desktop/complete_final_year_project/IMG/center_2020_02_05_21_33_16_212.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/left_2020_02_05_21_33_16_212.jpg, /Users/jaganps/Desktop/complete_final_year_project/IMG/right_2020_02_05_21_33_16_212.jpg, -0.355491, 1, 0, 19.36938
